En el segundo filtro se busca obtener solo los miembros que permitan al menos 5 huespedes
,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2565,1223129465366950964,https://www.airbnb.com/rooms/1223129465366950964,20240923134023,2024-09-23,city scrape,Horfield House,"Whole house sleeping up to 8 people in a suburb conveniently located near to Southmead Hospital (3mins), Airbus (7 mins) and other major companies. A quiet location close to a school suitable for families/contractors who are relocating, short term working or visiting family in Southmead as an example. This property is NOT suitable for stag or hen parties as this is a very quiet neighbourhood. All guests will be vetted. Suitable for long term bookings up to 90 days but can be extended on request.",,https://a0.muscache.com/pictures/miso/Hosting-1223129465366950964/original/e62b60cd-50dc-42b3-b12c-cc07d2c4579a.jpeg,580505478,https://www.airbnb.com/users/show/580505478,Grant,2024-05-30,,,within an hour,100%,88%,f,https://a0.muscache.com/im/pictures/user/c74d8732-251d-4f7b-bccc-7d1a27ae50b7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c74d8732-251d-4f7b-bccc-7d1a27ae50b7.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Horfield,,51.49928,-2.58215,Entire home,Entire home/apt,8,2.5,2.5 baths,4.0,6.0,"[""Induction stove"", ""Dining table"", ""Dishwasher"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Exterior security cameras on property"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Park view"", ""Garden view"", ""TV"", ""Drying rack for clothing"", ""Lamona refrigerator"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Single oven"", ""Carbon monoxide alarm"", ""Central heating"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]",$165.00,2,120,1.0,2.0,120.0,120.0,2.0,120.0,,t,23,53,83,356,2024-09-23,3,3,3,2024-08-26,2024-09-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,3.0
2589,1227574908182350618,https://www.airbnb.com/rooms/1227574908182350618,20240923134023,2024-09-23,previous scrape,"College Green, City Centre","The apartment building opposite the popular College Green and offers great access to the City Centre and the Harbourside. Includes three ensuite showers and a number of beautiful period features. **Pillows, duvets, bed linen, and towels are provided for the stay.**<br /><br />KEY FEATURES:<br />- 1500 square feet<br />- Three double bedrooms<br />- Three ensuite bathrooms<br />- Fully furnished<br />- Huge living space<br />- Utility room<br />- Close to the University of Bristol<br />- Good public transport links<br />- Opposite the Marriott Hotel",,https://a0.muscache.com/pictures/miso/Hosting-1227574908182350618/original/22c30906-25cd-41d0-893f-1347e1d54faa.jpeg,581277243,https://www.airbnb.com/users/show/581277243,Aaronjeet Singh,2024-06-03,,,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Central,,51.45288,-2.59863,Entire rental unit,Entire home/apt,6,,4.5 baths,3.0,,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""Shower gel"", ""Smoke alarm"", ""Lockbox"", ""Bathtub"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee"", ""Clothing storage"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Shampoo"", ""Dishes and silverware"", ""Microwave""]",,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,0,0,2024-09-23,2,2,2,2024-09-01,2024-09-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,2.0
2593,1228875701558106951,https://www.airbnb.com/rooms/1228875701558106951,20240923134023,2024-09-23,city scrape,The Emerald Gem of Bristol - Overlooking the Park,NEW FLAGSHIP PROPERTY IN BRISTOL**<br /><br />Pass The Property Present to you a stunning apartment in the affluent area of Bristol.<br /><br />This is a larger-than-average stunning 2-bedroom apartment. <br /><br />Bedroom 1 (2 double beds)<br />Bedroom 2 (1 double bed)<br />Sofa bed (1 sofa bed)<br />Smart TV<br />Fast Wi-Fi<br />Free street parking <br />Great location<br />Stylish design and high ceilings<br /><br />Please Note: there are several stairs to get to the apartment.,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIyODg3NTcwMTU1ODEwNjk1MQ%3D%3D/original/f286f977-5279-4b1d-b353-96688825a9a7.jpeg,152788806,https://www.airbnb.com/users/show/152788806,Pass The Property,2017-10-01,"Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 Luxury Serviced Accommodation Management Company.

Thank you for choosing one of our lovely places to stay.

We are operational in 25 cities in the UK and manage  2 properties in Australia, maximising our clients yields. Get in touch for more information.  

Complete end to end management for 14%+VAT fixed fee nationwide. 

Check us out on your favourite search engine ",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_x_medium,,190,343,"['email', 'phone', 'work_email']",t,t,,Windmill Hill,,51.43961,-2.58526,Entire rental unit,Entire home/apt,8,1.0,1 bath,2.0,4.0,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Clothing storage"", ""Dryer"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$156.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,24,54,84,96,2024-09-23,0,0,0,,,,,,,,,,,t,23,23,0,0,
2594,1229704652966501773,https://www.airbnb.com/rooms/1229704652966501773,20240923134023,2024-09-23,city scrape,Large Bristol House - Games room - Parking,"20% Monthly discounts<br /><br />A large modernised House in the affluent area of Bristol.<br /><br />This spacious property has recently been thoughtfully restyled and modernised throughout, and really does have it all!<br /> <br />Space, style, lots of natural light, and an incredible location.<br /><br />Guests have access to the whole space, which offers 4 bedrooms and 2 sofa beds, and a games room fully equipped with a pool table.",,https://a0.muscache.com/pictures/miso/Hosting-1229704652966501773/original/9fea40c4-89dd-43ab-bcd9-985e1bdcee9b.jpeg,152788806,https://www.airbnb.com/users/show/152788806,Pass The Property,2017-10-01,"Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 Luxury Serviced Accommodation Management Company.

Thank you for choosing one of our lovely places to stay.

We are operational in 25 cities in the UK and manage  2 properties in Australia, maximising our clients yields. Get in touch for more information.  

Complete end to end management for 14%+VAT fixed fee nationwide. 

Check us out on your favourite search engine ",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_x_medium,,190,343,"['email', 'phone', 'work_email']",t,t,,Stockwood,,51.41942,-2.55893,Entire home,Entire home/apt,13,1.0,1 bath,4.0,9.0,"[""Oven"", ""Dining table"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Pool table"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Clothing storage"", ""Backyard"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$311.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,24,54,82,357,2024-09-23,1,1,1,2024-09-06,2024-09-06,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,t,23,23,0,0,1.0
2598,1231218990447750472,https://www.airbnb.com/rooms/1231218990447750472,20240923134023,2024-09-23,city scrape,Long Stays-4Bed-2Bath-Parking-By FabAccommodation,"FabAccommodation welcomes you to our Airbnb page!<br /><br />⭑DISCOUNTED rates for LONG STAYS⭑<br />+28 nights = min 20% Off<br />+14 nights = min 10% Off<br /><br /><br />Contact us before booking for fantastic savings on your stay, whether for business or pleasure. Don't miss out on this opportunity to save!<br /><br />★Sleeps 6<br />★Two full bathrooms<br />★Free Parking<br />★Great location<br />★Close to Supermarkets<br />★Minutes to Southmead Hospital<br />★Perfect for long-term stays<br />★Huge private garden<br />★Friendly support team<br />★Restaurants and pubs nearby",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIzMTIxODk5MDQ0Nzc1MDQ3Mg%3D%3D/original/1306197b-fb25-41da-b476-74bc092938f8.png,439525488,https://www.airbnb.com/users/show/439525488,FabAccommodation,2022-01-08,"Bristol, United Kingdom","BOOK DIRECT for up to 30% Saving - Search ""FabAccommodation"" online.

Your Trusted Serviced Accommodation Provider.

FabAccommodation offers fully furnished, self-catered, serviced accommodation apartments for our guests in Bristol, Cardiff and Newport.

We welcome all types of guests: business, leisure, contractors, and relocation, for long-term stays at a DISCOUNTED RATE.

We aim to make your stay as enjoyable as possible, contact us today!",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/371d2df3-a22b-4ab8-8c52-96d21f498753.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/371d2df3-a22b-4ab8-8c52-96d21f498753.jpg?aki_policy=profile_x_medium,,11,12,"['email', 'phone']",t,t,,Southmead,,51.50065,-2.6025,Entire home,Entire home/apt,6,2.0,2 baths,4.0,5.0,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Wine glasses"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Gas stove"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""TV"", ""Housekeeping - available at extra cost"", ""Drying rack for clothing"", ""Fast wifi \u2013 342 Mbps"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Coffee"", ""Long term stays allowed"", ""Clothing storage"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Coffee maker: espresso machine"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$175.00,14,999,2.0,21.0,999.0,999.0,19.8,999.0,,t,23,53,83,358,2024-09-23,0,0,0,,,,,,,,,,,t,7,7,0,0,
2600,1232395137541270702,https://www.airbnb.com/rooms/1232395137541270702,20240923134023,2024-09-23,city scrape,Bristol Bliss - 3 Bed Cottage,"Introducing an extraordinary and unparalleled property in Bristol, unlike any other. This boutique cottage, boasting spaciousness beyond the ordinary, features three exquisite bedrooms, providing a haven of comfort for your retreat. Equipped with every amenity you could possibly desire, this remarkable dwelling offers an unforgettable experience.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIzMjM5NTEzNzU0MTI3MDcwMg%3D%3D/original/e7f2f354-19c1-41ac-8c1a-b541d3b38835.jpeg,152788806,https://www.airbnb.com/users/show/152788806,Pass The Property,2017-10-01,"Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 Luxury Serviced Accommodation Management Company.

Thank you for choosing one of our lovely places to stay.

We are operational in 25 cities in the UK and manage  2 properties in Australia, maximising our clients yields. Get in touch for more information.  

Complete end to end management for 14%+VAT fixed fee nationwide. 

Check us out on your favourite search engine ",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_x_medium,,190,343,"['email', 'phone', 'work_email']",t,t,,Brislington East,,51.43873,-2.54559,Entire home,Entire home/apt,10,1.5,1.5 baths,3.0,6.0,"[""Oven"", ""Dining table"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Patio or balcony"", ""Smoke alarm"", ""Iron"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Clothing storage"", ""Backyard"", ""Free parking on premises"", ""Cleaning products"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$189.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,2,2,2,2,2024-09-23,0,0,0,,,,,,,,,,,t,23,23,0,0,
2619,1238172906060721675,https://www.airbnb.com/rooms/1238172906060721675,20240923134023,2024-09-23,city scrape,Gorgeous spacious central flat,"Our spacious central flat has three large bedrooms on two floors. The first floor has the bright and airy sitting room, the family bathroom, kitchen and master bedroom. The second floor has two further bedrooms, one with an en-suite. <br /><br />The flat is ideally located just a few minutes walk from Gloucester Road and close to Clifton and Whiteladies Road. All bedding and towels included and I will make sure you have tea, coffee and milk in the fridge!!",,https://a0.muscache.com/pictures/hosting/Hosting-1238172906060721675/original/a42a8bbe-272f-4ed1-b8c8-6a3cdf35618b.jpeg,40631976,https://www.airbnb.com/users/show/40631976,Elspeth,2015-08-05,"Bristol, United Kingdom","I am friendly, helpful and speak English and French. My aim is to make your stay as comfortable as possible. ",within an hour,100%,100%,f,https://a0.muscache.com/im/users/40631976/profile_pic/1441900182/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/40631976/profile_pic/1441900182/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Redland,,51.47371156888308,-2.598336338996887,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Pets allowed"", ""Kitchen"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""First aid kit"", ""TV with Netflix, premium cable"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Central heating"", ""Board games"", ""High chair - available upon request"", ""Wifi"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware""]",$159.00,2,365,1.0,2.0,365.0,365.0,1.4,365.0,,t,5,18,44,224,2024-09-23,3,3,3,2024-09-08,2024-09-15,5.0,5.0,5.0,5.0,4.67,5.0,5.0,,f,1,1,0,0,3.0
2620,1238396273771031311,https://www.airbnb.com/rooms/1238396273771031311,20240923134023,2024-09-23,city scrape,Tranquil Bristol Retreat for Groups,,,https://a0.muscache.com/pictures/prohost-api/Hosting-1238396273771031311/original/bcbcd599-837e-46ed-8792-bb68f497474c.jpeg,439074505,https://www.airbnb.com/users/show/439074505,Travelnest,2022-01-05,,"Hello, we are the Travelnest Team and we offer more than 4000 properties worldwide.

From quaint cottages in the country to luxury villas by the sea, we have something for everyone!

When you book with Travelnest, we’ll make every effort to ensure you enjoy your stay. 

Please get in touch with us if you have any questions about our properties and we’ll do our best to help.",within an hour,87%,99%,f,https://a0.muscache.com/im/pictures/user/2eea0743-9f42-45e0-9b95-dc20fa6a5f32.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2eea0743-9f42-45e0-9b95-dc20fa6a5f32.jpg?aki_policy=profile_x_medium,Quaid Block,2985,7303,"['email', 'phone']",t,t,,Easton,,51.45769,-2.55844,Entire home,Entire home/apt,7,1.0,1 bath,4.0,4.0,"[""Oven"", ""Stove"", ""Freezer"", ""Bed linens"", ""Kitchen"", ""Shampoo"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Toaster"", ""Carbon monoxide alarm"", ""Private entrance"", ""Backyard"", ""Free parking on premises"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Microwave""]",$320.00,1,1125,1.0,7.0,7.0,1125.0,6.9,761.5,,t,29,59,89,364,2024-09-23,0,0,0,,,,,,,,,,,t,6,6,0,0,
2629,1242537935006448400,https://www.airbnb.com/rooms/1242537935006448400,20240923134023,2024-09-23,city scrape,Charfield House by Cliftonvalley,"Ideal for a work stay or holiday visit to the vibrant City of Bristol.  Plenty of room for you to relax, with 5 bedrooms, 2 bathrooms, a lounge, kitchen dining area and a garden.<br /><br />Towels and linen are provided and facilities include a fully equipped kitchen with kettle, toaster, microwave, double oven and hob, fridge/freezer, washing machine, cooking utensils, cutlery (silverware), crockery and glasses. Iron and Ironing Board. You'll have a great time at this comfortable place to stay.",,https://a0.muscache.com/pictures/miso/Hosting-1242537935006448400/original/1f1a10cc-99cf-4970-a55c-a0f8df438206.jpeg,16630323,https://www.airbnb.com/users/show/16630323,Matt,2014-06-10,"Bristol, United Kingdom","Serviced Accommodation Provider and Web Developer living in Bishopston, Bristol",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/cfec1bd1-042b-4ed6-9618-944afb7f886c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cfec1bd1-042b-4ed6-9618-944afb7f886c.jpg?aki_policy=profile_x_medium,,40,51,"['email', 'phone', 'work_email']",t,t,,Southmead,,51.50094,-2.60147,Entire home,Entire home/apt,8,2.0,2 baths,5.0,5.0,"[""Dining table"", ""Dishwasher"", ""Clothing storage: wardrobe and dresser"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Double oven"", ""Refrigerator"", ""Washer"", ""TV"", ""Housekeeping - available at extra cost"", ""Shower gel"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Iron"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Carbon monoxide alarm"", ""Private entrance"", ""Long term stays allowed"", ""Central heating"", ""Free parking on premises"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Electric stove"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Microwave""]",$213.00,3,365,3.0,3.0,999.0,999.0,3.0,999.0,,t,18,48,77,77,2024-09-23,0,0,0,,,,,,,,,,,t,19,19,0,0,
2634,1244794495663187102,https://www.airbnb.com/rooms/1244794495663187102,20240923134023,2024-09-23,city scrape,Charming Bristol flat - Sleeps 6,"Welcome to Your Home Away from Home!<br /><br />Discover the perfect blend of comfort, convenience, and charm in our thoughtfully designed accommodation. Whether you're here for business, a family getaway, or a solo retreat, our space offers everything you need to feel right at home.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTI0NDc5NDQ5NTY2MzE4NzEwMg%3D%3D/original/e187d065-4ceb-4068-aa35-7cf9c58cbbd3.jpeg,152788806,https://www.airbnb.com/users/show/152788806,Pass The Property,2017-10-01,"Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 Luxury Serviced Accommodation Management Company.

Thank you for choosing one of our lovely places to stay.

We are operational in 25 cities in the UK and manage  2 properties in Australia, maximising our clients yields. Get in touch for more information.  

Complete end to end management for 14%+VAT fixed fee nationwide. 

Check us out on your favourite search engine ",within an hour,99%,100%,f,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea1e5ef4-1490-42e0-b545-4c7f64dcdbb3.jpg?aki_policy=profile_x_medium,,190,343,"['email', 'phone', 'work_email']",t,t,,Eastville,,51.4738,-2.55048,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,5.0,"[""Oven"", ""Dining table"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Dryer"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$160.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,18,46,75,350,2024-09-23,1,1,1,2024-09-20,2024-09-20,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,t,23,23,0,0,1.0
