,host_name,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,license,instant_bookable,first_review,last_review,host_response_rate,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
10,Joanna,2012-10-28,No location,within an hour,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,Entire condo,Entire home/apt,1 bath,"[""Cleaning available during stay"", ""Oven"", ""Dining table"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""65 inch HDTV with standard cable, Amazon Prime Video, Netflix"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Single level home"", ""Outdoor furniture"", ""Refrigerator"", ""Drying rack for clothing"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Smoke alarm"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet"", ""Iron"", ""Lockbox"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Crib"", ""Cleaning products"", ""Free parking on premises"", ""Fire extinguisher"", ""Baking sheet"", ""Shared backyard \u2013 Fully fenced"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""High chair"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2012-11-15,2024-09-13,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,30.0,5.0,,,,,,,,4.4
11,Rohan,2013-01-03,"Bristol, United Kingdom",within a day,f,Not specified,"['email', 'phone']",t,t,No specified,Eastville,Private room in home,Private room,1 shared bath,"[""Oven"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Bed linens"", ""Gym"", ""Kitchen"", ""Breakfast"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Cooking basics"", ""Luggage dropoff allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Host greets you"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Backyard"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2018-03-29,2020-03-01,,,21.2,51.5,-2.54617,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
12,Lois,2012-04-09,"Bristol, United Kingdom",within a few hours,t,Not specified,"['email', 'phone']",t,t,No specified,Redland,Barn,Entire home/apt,2 baths,"[""Oven"", ""Stove"", ""Hot water"", ""Indoor fireplace"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Single level home"", ""Outdoor furniture"", ""Refrigerator"", ""TV"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Iron"", ""Cooking basics"", ""Shared pool"", ""Children\u2019s books and toys"", ""First aid kit"", ""Outdoor dining area"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Baking sheet"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Shampoo"", ""High chair"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-07-09,2024-09-08,,,21.2,51.5,-2.5,5.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,41.0,3.7,,,,,,,,4.4
13,Ashley,2013-03-05,"Bristol, United Kingdom",within a day,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Eastville,Private room in home,Private room,1 shared bath,"[""Oven"", ""Smoking allowed"", ""Private patio or balcony"", ""Dishwasher"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Indoor fireplace"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Outdoor furniture"", ""Garden view"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Host greets you"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Dryer"", ""Free parking on premises"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-03-30,2022-04-02,,,21.2,51.48143,-2.55327,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,99.0,33.9,3.7,,,,,,,,4.4
14,Penny,2013-05-10,"Bristol, United Kingdom",within a day,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Redland,Entire home,Entire home/apt,2.5 baths,"[""Hot water"", ""Indoor fireplace"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Free street parking"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dryer"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2015-04-27,2018-08-06,,,21.2,51.5,-2.5,5.0,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
15,Anne + Iain,2013-05-14,"Bristol, United Kingdom",within a few hours,t,Not specified,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Clifton,Private room in townhouse,Private room,1 shared bath,"[""Oven"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Room-darkening shades"", ""Freezer"", ""Hot water"", ""Paid parking off premises"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""TV with DVD player"", ""Outdoor furniture"", ""Coffee maker: french press, Nespresso, pour-over coffee"", ""Refrigerator"", ""Drying rack for clothing"", ""Indoor fireplace: wood-burning"", ""Blender"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Scottish fine soaps  conditioner"", ""Smoke alarm"", ""Courtyard view"", ""Clothing storage: closet"", ""Iron"", ""Lockbox"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""First aid kit"", ""Scottish fine soaps shampoo"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""City skyline view"", ""Bread maker"", ""Dedicated workspace"", ""Coffee"", ""Shared backyard \u2013 Not fully fenced"", ""Long term stays allowed"", ""Central heating"", ""Stainless steel gas stove"", ""Self check-in"", ""Baking sheet"", ""Hangers"", ""Fast wifi \u2013 217 Mbps"", ""BBQ grill"", ""Free dryer \u2013 In building"", ""Ethernet connection"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Scottish fine soaps  body soap"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-06-13,2024-08-25,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,96.0,33.9,3.7,,,,,,,,4.4
16,Gavin,2013-05-18,"Bristol, United Kingdom",within a few hours,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Knowle,Private room in home,Private room,1 shared bath,"[""Oven"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water"", ""Kitchen"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""Blender"", ""Smoke alarm"", ""Piano"", ""Iron"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Private backyard \u2013 Not fully fenced"", ""Outdoor dining area"", ""Dedicated workspace"", ""Long term stays allowed"", ""Coffee maker: espresso machine"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-05-24,2024-09-14,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
17,Stephanie,2013-06-27,"Bristol, United Kingdom",within a day,t,Not specified,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Lawrence Hill,Private room in townhouse,Private room,1 shared bath,"[""Oven"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Portable fans"", ""Freezer"", ""Stove"", ""Hot water"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Breakfast"", ""Clothing storage: closet and dresser"", ""Outdoor furniture"", ""Garden view"", ""Refrigerator"", ""Drying rack for clothing"", ""Blender"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""32 inch HDTV with standard cable"", ""First aid kit"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Host greets you"", ""Carbon monoxide alarm"", ""Bread maker"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Sun loungers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-07-29,2024-09-19,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.0,1125.0,4.0,,30.0,,,,101.9,33.9,4.0,,,,,,,,4.4
18,Anthony,2012-07-18,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Hotwells & Harbourside,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Books and reading material"", ""Dishwasher"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Bed linens"", ""Pets allowed"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Bathtub"", ""Toaster"", ""Keypad"", ""Carbon monoxide alarm"", ""Clothing storage"", ""Dryer"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-07-29,2024-09-07,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,5.0,,,,,,,,4.4
19,Rohan,2013-01-03,"Bristol, United Kingdom",within a day,f,Not specified,"['email', 'phone']",t,t,No specified,Eastville,Private room in home,Private room,1 shared bath,"[""Kitchen"", ""Oven"", ""Breakfast"", ""Free parking on premises"", ""TV with standard cable"", ""Coffee maker"", ""Refrigerator"", ""Washer"", ""Stove"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Heating"", ""Smoke alarm"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-08-20,2020-11-15,,,21.2,51.5,-2.54735,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
20,Sarah,2011-01-24,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Windmill Hill,Private room in townhouse,Private room,1 shared bath,"[""Oven"", ""Stove"", ""Hot water"", ""Indoor fireplace"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Free street parking"", ""Cooking basics"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Dishes and silverware"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2015-07-30,2024-04-10,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,118.0,33.9,3.7,,,,,,,,4.4
21,John,2013-09-04,"Bristol, United Kingdom",within a few hours,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Henbury & Brentry,Private room in home,Private room,1 bath,"[""Backyard"", ""Free parking on premises"", ""Refrigerator"", ""Hangers"", ""First aid kit"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2013-09-23,2024-09-20,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.0,,,,,,,,4.4
22,Abi,2013-10-17,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Cotham,Entire condo,Entire home/apt,1 bath,"[""Oven"", ""Books and reading material"", ""Faith in Nature body soap"", ""Dining table"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Coffee maker"", ""Fast wifi \u2013 62 Mbps"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Indoor fireplace: gas"", ""Clothing storage: closet and dresser"", ""Garden view"", ""Refrigerator"", ""Drying rack for clothing"", ""Blender"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Iron"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Extra pillows and blankets"", ""Faith in Nature shampoo"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""42 inch HDTV with Chromecast"", ""Central heating"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Ethernet connection"", ""Essentials"", ""Hot water kettle"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2016-08-14,2024-09-02,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,104.0,29.0,3.7,,,,,,,,4.4
23,Ashley,2013-03-05,"Bristol, United Kingdom",within an hour,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Eastville,Private room in home,Private room,1.5 shared baths,"[""Oven"", ""Smoking allowed"", ""Private patio or balcony"", ""Dishwasher"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Kitchen"", ""Hair dryer"", ""Outdoor furniture"", ""Garden view"", ""Refrigerator"", ""Indoor fireplace: wood-burning"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Host greets you"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Free dryer \u2013 In building"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2014-02-01,2023-05-21,,,21.2,51.48329,-2.55275,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,87.0,33.9,3.7,,,,,,,,4.4
24,Stella,2013-04-13,"Bristol, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Eastville,Private room in home,Private room,1 shared bath,"[""Cleaning available during stay"", ""Oven"", ""Dryer \u2013 In building"", ""Room-darkening shades"", ""Portable fans"", ""Stove"", ""Wine glasses"", ""Hot water"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Iron"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Backyard - Fully fenced"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2014-05-05,2024-09-21,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
25,Tony,2014-01-18,"Bristol, United Kingdom",within a few hours,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Ashley,Private room in home,Private room,1 shared bath,"[""Oven"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Indoor fireplace"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""Patio or balcony"", ""Smoke alarm"", ""Piano"", ""Iron"", ""Lock on bedroom door"", ""Bathtub"", ""Cooking basics"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""City skyline view"", ""Private entrance"", ""Backyard"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2014-03-19,2024-08-26,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
26,Natalie,2014-01-28,"England, United Kingdom",a few days or more,f,Not specified,"['email', 'phone']",t,f,No specified,Eastville,Entire home,Entire home/apt,1 bath,"[""Piano"", ""Free parking on premises"", ""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Kitchen""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,31/12/2030,31/12/2030,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.0,1125.0,4.0,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
27,Bo,2014-02-16,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Ashley,Entire home,Entire home/apt,2.5 baths,"[""Oven"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Hot water"", ""Changing table"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Baby bath"", ""TV with standard cable"", ""Refrigerator"", ""Washer"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Iron"", ""Lockbox"", ""Baby safety gates"", ""Bathtub"", ""Free street parking"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Dryer"", ""Backyard"", ""Crib"", ""Self check-in"", ""Hangers"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Shampoo"", ""High chair"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2014-04-22,2019-08-08,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
28,Namrata,2014-02-23,No location,within a few hours,f,Not specified,"['email', 'phone']",t,t,No specified,Clifton,Private room in rental unit,Private room,1 shared bath,"[""Iron"", ""Dryer"", ""Kitchen"", ""Breakfast"", ""TV with standard cable"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""First aid kit"", ""Wifi"", ""Essentials"", ""Host greets you"", ""Heating"", ""Hair dryer"", ""Dedicated workspace""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2017-09-17,2020-10-20,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
29,Namrata,2014-02-23,No location,within a few hours,f,Not specified,"['email', 'phone']",t,t,No specified,Clifton,Private room in rental unit,Private room,1 shared bath,"[""Oven"", ""Dishwasher"", ""Stove"", ""Hot water"", ""Paid parking on premises"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Single level home"", ""Breakfast"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Cooking basics"", ""First aid kit"", ""Extra pillows and blankets"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Backyard"", ""Baking sheet"", ""Hangers"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2014-05-26,2024-09-14,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,4.0,,,,,,,,4.4
30,Jody,2014-03-11,"Folkestone, United Kingdom",within an hour,t,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Southmead,Private room in home,Private room,1 shared bath,"[""Books and reading material"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Room-darkening shades"", ""Hot water"", ""Exterior security cameras on property"", ""Bed linens"", ""Hair dryer"", ""Shampoo"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Clothing storage: closet"", ""Iron"", ""Lock on bedroom door"", ""Free street parking"", ""Luggage dropoff allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Free parking on premises"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Essentials"", ""40 inch HDTV"", ""High chair"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2017-02-13,2024-09-09,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.92
31,Kathleen,2014-04-02,"Bristol, United Kingdom",within a few hours,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Ashley,Entire rental unit,Entire home/apt,1 bath,"[""Oven"", ""Stove"", ""Hot water"", ""Coffee maker"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""Shower gel"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Cooking basics"", ""Children\u2019s books and toys"", ""First aid kit"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Long term stays allowed"", ""Backyard"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating""]","<bound method NDFrame.ffill of 0           NaN
1        $83.00
2        $37.00
3        $38.00
4           NaN
         ...   
2639    $126.00
2640    $102.00
2641     $47.00
2642     $66.00
2643     $70.00
Name: price, Length: 2644, dtype: object>",t,Without license,f,2014-05-29,2023-10-11,,,21.2,51.5,-2.5,5.9,1.0,3.0,3.0,4.6,1125.0,4.5,,30.0,,,,101.9,33.9,3.7,,,,,,,,4.4
